Unnamed: 0,ZipCode,CountyFIPS,CensusTract,CensusBlock,Assigned-or-Unassigned-USDA-Classification,State-County-TractFIPSCode,State-County FIPS Code,Select State,Select County,Total-FIPS-Code,Primary RUCA Code 2010,UrbanThreshold,RuralThreshold,Urban-or-Rural-USDA-Classification,Urban-or-Rural-CENSUS-Classification,Match/Mismatch
99,53590,55025.0,11504,1009.0,Assigned,55025011504,55025.0,WI,Dane County,55025011504.0,1.0,100.0,0.0,Urban,Urban,Match
104,53590,55025.0,11505,2002.0,Assigned,55025011505,55025.0,WI,Dane County,55025011505.0,1.0,100.0,0.0,Urban,Urban,Match
105,54956,55139.0,3200,1010.0,Assigned,55139003200,55139.0,WI,Winnebago County,55139003200.0,1.0,100.0,0.0,Urban,Urban,Match
106,54136,55087.0,11600,4011.0,Assigned,55087011600,55087.0,WI,Outagamie County,55087011600.0,1.0,100.0,0.0,Urban,Urban,Match
107,53590,55025.0,11505,2002.0,Assigned,55025011505,55025.0,WI,Dane County,55025011505.0,1.0,100.0,0.0,Urban,Urban,Match
116,54915,55087.0,11600,5011.0,Assigned,55087011600,55087.0,WI,Outagamie County,55087011600.0,1.0,100.0,0.0,Urban,Urban,Match
119,54703,55035.0,1101,1025.0,Assigned,55035001101,55035.0,WI,Eau Claire County,55035001101.0,1.0,100.0,0.0,Urban,Urban,Match
127,54701,55035.0,803,2025.0,Assigned,55035000803,55035.0,WI,Eau Claire County,55035000803.0,1.0,100.0,0.0,Urban,Urban,Match
131,54401,55073.0,602,2019.0,Assigned,55073000602,55073.0,WI,Marathon County,55073000602.0,1.0,100.0,0.0,Urban,Urban,Match
135,54703,55017.0,10100,2073.0,Assigned,55017010100,55017.0,WI,Chippewa County,55017010100.0,1.0,100.0,0.0,Urban,Urban,Match
158,53213,55079.0,91200,1002.0,Assigned,55079091200,55079.0,WI,Milwaukee County,55079091200.0,1.0,100.0,0.0,Urban,Urban,Match
167,54701,55035.0,801,4017.0,Assigned,55035000801,55035.0,WI,Eau Claire County,55035000801.0,1.0,100.0,0.0,Urban,Urban,Match
177,53590,55025.0,11504,1011.0,Assigned,55025011504,55025.0,WI,Dane County,55025011504.0,1.0,100.0,0.0,Urban,Urban,Match
179,53590,55025.0,11504,1014.0,Assigned,55025011504,55025.0,WI,Dane County,55025011504.0,1.0,100.0,0.0,Urban,Urban,Match
182,54701,55035.0,700,3002.0,Assigned,55035000700,55035.0,WI,Eau Claire County,55035000700.0,1.0,100.0,0.0,Urban,Urban,Match
184,54703,55035.0,1200,6014.0,Assigned,55035001200,55035.0,WI,Eau Claire County,55035001200.0,1.0,100.0,0.0,Urban,Urban,Match
212,53227,55079.0,101200,1010.0,Assigned,55079101200,55079.0,WI,Milwaukee County,55079101200.0,1.0,100.0,0.0,Urban,Urban,Match
213,53150,55133.0,201703,2009.0,Assigned,55133201703,55133.0,WI,Waukesha County,55133201703.0,1.0,100.0,0.0,Urban,Urban,Match
215,53211,55079.0,7300,2001.0,Assigned,55079007300,55079.0,WI,Milwaukee County,55079007300.0,1.0,100.0,0.0,Urban,Urban,Match
220,53218,55079.0,1700,1003.0,Assigned,55079001700,55079.0,WI,Milwaukee County,55079001700.0,1.0,100.0,0.0,Urban,Urban,Match
221,54130,55087.0,12300,2013.0,Assigned,55087012300,55087.0,WI,Outagamie County,55087012300.0,1.0,100.0,0.0,Urban,Urban,Match
224,53226,55079.0,90600,3003.0,Assigned,55079090600,55079.0,WI,Milwaukee County,55079090600.0,1.0,100.0,0.0,Urban,Urban,Match
226,54601,55063.0,500,2014.0,Assigned,55063000500,55063.0,WI,La Crosse County,55063000500.0,1.0,100.0,0.0,Urban,Urban,Match
228,54901,55139.0,700,1006.0,Assigned,55139000700,55139.0,WI,Winnebago County,55139000700.0,1.0,100.0,0.0,Urban,Urban,Match
229,53213,55079.0,91300,3002.0,Assigned,55079091300,55079.0,WI,Milwaukee County,55079091300.0,1.0,100.0,0.0,Urban,Urban,Match
231,53214,55079.0,100200,1009.0,Assigned,55079100200,55079.0,WI,Milwaukee County,55079100200.0,1.0,100.0,0.0,Urban,Urban,Match
234,53548,55105.0,400,3014.0,Assigned,55105000400,55105.0,WI,Rock County,55105000400.0,1.0,100.0,0.0,Urban,Urban,Match
237,53711,55025.0,1000,1029.0,Assigned,55025001000,55025.0,WI,Dane County,55025001000.0,1.0,100.0,0.0,Urban,Urban,Match
238,53228,55079.0,120102,3001.0,Assigned,55079120102,55079.0,WI,Milwaukee County,55079120102.0,1.0,100.0,0.0,Urban,Urban,Match
239,53213,55079.0,90900,3009.0,Assigned,55079090900,55079.0,WI,Milwaukee County,55079090900.0,1.0,100.0,0.0,Urban,Urban,Match
240,53215,55079.0,20400,3003.0,Assigned,55079020400,55079.0,WI,Milwaukee County,55079020400.0,1.0,100.0,0.0,Urban,Urban,Match
242,53711,55025.0,600,3003.0,Assigned,55025000600,55025.0,WI,Dane County,55025000600.0,1.0,100.0,0.0,Urban,Urban,Match
248,53711,55025.0,600,1024.0,Assigned,55025000600,55025.0,WI,Dane County,55025000600.0,1.0,100.0,0.0,Urban,Urban,Match
250,53717,55025.0,205,3004.0,Assigned,55025000205,55025.0,WI,Dane County,55025000205.0,1.0,100.0,0.0,Urban,Urban,Match
251,53219,55079.0,101500,4006.0,Assigned,55079101500,55079.0,WI,Milwaukee County,55079101500.0,1.0,100.0,0.0,Urban,Urban,Match
254,53711,55025.0,407,2000.0,Assigned,55025000407,55025.0,WI,Dane County,55025000407.0,1.0,100.0,0.0,Urban,Urban,Match
255,53215,55079.0,110100,1023.0,Assigned,55079110100,55079.0,WI,Milwaukee County,55079110100.0,1.0,100.0,0.0,Urban,Urban,Match
256,53704,55025.0,2200,1006.0,Assigned,55025002200,55025.0,WI,Dane County,55025002200.0,1.0,100.0,0.0,Urban,Urban,Match
262,53704,55025.0,2100,1006.0,Assigned,55025002100,55025.0,WI,Dane County,55025002100.0,1.0,100.0,0.0,Urban,Urban,Match
265,53562,55025.0,11101,3008.0,Assigned,55025011101,55025.0,WI,Dane County,55025011101.0,1.0,100.0,0.0,Urban,Urban,Match
266,53562,55025.0,11000,1017.0,Assigned,55025011000,55025.0,WI,Dane County,55025011000.0,1.0,100.0,0.0,Urban,Urban,Match
267,53209,55079.0,900,1004.0,Assigned,55079000900,55079.0,WI,Milwaukee County,55079000900.0,1.0,100.0,0.0,Urban,Urban,Match
269,53214,55079.0,100400,3006.0,Assigned,55079100400,55079.0,WI,Milwaukee County,55079100400.0,1.0,100.0,0.0,Urban,Urban,Match
270,53209,55079.0,2000,1002.0,Assigned,55079002000,55079.0,WI,Milwaukee County,55079002000.0,1.0,100.0,0.0,Urban,Urban,Match
273,54481,55097.0,960800,1030.0,Assigned,55097960800,55097.0,WI,Portage County,55097960800.0,4.0,100.0,0.0,Urban,Urban,Match
276,54914,55087.0,11101,2004.0,Assigned,55087011101,55087.0,WI,Outagamie County,55087011101.0,1.0,100.0,0.0,Urban,Urban,Match
280,53095,55131.0,420200,1008.0,Assigned,55131420200,55131.0,WI,Washington County,55131420200.0,1.0,100.0,0.0,Urban,Urban,Match
282,53711,55025.0,600,2004.0,Assigned,55025000600,55025.0,WI,Dane County,55025000600.0,1.0,100.0,0.0,Urban,Urban,Match
283,54481,55097.0,960400,4043.0,Assigned,55097960400,55097.0,WI,Portage County,55097960400.0,4.0,100.0,0.0,Urban,Urban,Match
284,53716,55025.0,10400,1012.0,Assigned,55025010400,55025.0,WI,Dane County,55025010400.0,1.0,100.0,0.0,Urban,Urban,Match
285,54935,55039.0,40800,1001.0,Assigned,55039040800,55039.0,WI,Fond du Lac County,55039040800.0,1.0,100.0,0.0,Urban,Urban,Match
286,53211,55079.0,7600,3001.0,Assigned,55079007600,55079.0,WI,Milwaukee County,55079007600.0,1.0,100.0,0.0,Urban,Urban,Match
287,53095,55131.0,420200,3004.0,Assigned,55131420200,55131.0,WI,Washington County,55131420200.0,1.0,100.0,0.0,Urban,Urban,Match
291,53110,55079.0,180300,3003.0,Assigned,55079180300,55079.0,WI,Milwaukee County,55079180300.0,1.0,100.0,0.0,Urban,Urban,Match
292,53051,55133.0,200101,3007.0,Assigned,55133200101,55133.0,WI,Waukesha County,55133200101.0,1.0,100.0,0.0,Urban,Urban,Match
295,53150,55133.0,201703,1003.0,Assigned,55133201703,55133.0,WI,Waukesha County,55133201703.0,1.0,100.0,0.0,Urban,Urban,Match
297,53211,55079.0,7600,2002.0,Assigned,55079007600,55079.0,WI,Milwaukee County,55079007600.0,1.0,100.0,0.0,Urban,Urban,Match
298,53916,55027.0,961000,3012.0,Assigned,55027961000,55027.0,WI,Dodge County,55027961000.0,4.0,100.0,0.0,Urban,Urban,Match
299,53703,55025.0,1804,1002.0,Assigned,55025001804,55025.0,WI,Dane County,55025001804.0,1.0,100.0,0.0,Urban,Urban,Match
300,53142,55059.0,1200,2013.0,Assigned,55059001200,55059.0,WI,Kenosha County,55059001200.0,1.0,100.0,0.0,Urban,Urban,Match
301,53590,55025.0,11505,2002.0,Assigned,55025011505,55025.0,WI,Dane County,55025011505.0,1.0,100.0,0.0,Urban,Urban,Match
305,54601,55063.0,1000,3000.0,Assigned,55063001000,55063.0,WI,La Crosse County,55063001000.0,1.0,100.0,0.0,Urban,Urban,Match
307,53143,55059.0,2300,5005.0,Assigned,55059002300,55059.0,WI,Kenosha County,55059002300.0,1.0,100.0,0.0,Urban,Urban,Match
308,54901,55139.0,300,3028.0,Assigned,55139000300,55139.0,WI,Winnebago County,55139000300.0,1.0,100.0,0.0,Urban,Urban,Match
314,54915,55087.0,10800,1001.0,Assigned,55087010800,55087.0,WI,Outagamie County,55087010800.0,1.0,100.0,0.0,Urban,Urban,Match
315,53214,55079.0,100200,1009.0,Assigned,55079100200,55079.0,WI,Milwaukee County,55079100200.0,1.0,100.0,0.0,Urban,Urban,Match
316,53705,55025.0,10100,2012.0,Assigned,55025010100,55025.0,WI,Dane County,55025010100.0,1.0,100.0,0.0,Urban,Urban,Match
317,54115,55009.0,10202,2000.0,Assigned,55009010202,55009.0,WI,Brown County,55009010202.0,1.0,100.0,0.0,Urban,Urban,Match
318,53051,55133.0,200103,1005.0,Assigned,55133200103,55133.0,WI,Waukesha County,55133200103.0,1.0,100.0,0.0,Urban,Urban,Match
319,54701,55035.0,700,6005.0,Assigned,55035000700,55035.0,WI,Eau Claire County,55035000700.0,1.0,100.0,0.0,Urban,Urban,Match
320,53132,55079.0,187300,2009.0,Assigned,55079187300,55079.0,WI,Milwaukee County,55079187300.0,1.0,100.0,0.0,Urban,Urban,Match
322,53713,55025.0,1402,3021.0,Assigned,55025001402,55025.0,WI,Dane County,55025001402.0,1.0,100.0,0.0,Urban,Urban,Match
323,53186,55133.0,201201,1025.0,Assigned,55133201201,55133.0,WI,Waukesha County,55133201201.0,1.0,100.0,0.0,Urban,Urban,Match
327,53129,55079.0,140201,1001.0,Assigned,55079140201,55079.0,WI,Milwaukee County,55079140201.0,1.0,100.0,0.0,Urban,Urban,Match
328,53219,55079.0,19300,1008.0,Assigned,55079019300,55079.0,WI,Milwaukee County,55079019300.0,1.0,100.0,0.0,Urban,Urban,Match
331,53405,55101.0,1202,5001.0,Assigned,55101001202,55101.0,WI,Racine County,55101001202.0,1.0,100.0,0.0,Urban,Urban,Match
332,53590,55025.0,11504,2014.0,Assigned,55025011504,55025.0,WI,Dane County,55025011504.0,1.0,100.0,0.0,Urban,Urban,Match
334,54481,55097.0,960900,4007.0,Assigned,55097960900,55097.0,WI,Portage County,55097960900.0,4.0,100.0,0.0,Urban,Urban,Match
337,53402,55101.0,1505,1015.0,Assigned,55101001505,55101.0,WI,Racine County,55101001505.0,1.0,100.0,0.0,Urban,Urban,Match
342,53213,55079.0,91400,2004.0,Assigned,55079091400,55079.0,WI,Milwaukee County,55079091400.0,1.0,100.0,0.0,Urban,Urban,Match
344,53222,55079.0,5300,2012.0,Assigned,55079005300,55079.0,WI,Milwaukee County,55079005300.0,1.0,100.0,0.0,Urban,Urban,Match
346,54915,55139.0,2500,3001.0,Assigned,55139002500,55139.0,WI,Winnebago County,55139002500.0,1.0,100.0,0.0,Urban,Urban,Match
347,53227,55079.0,101000,3001.0,Assigned,55079101000,55079.0,WI,Milwaukee County,55079101000.0,1.0,100.0,0.0,Urban,Urban,Match
348,53207,55079.0,21000,2005.0,Assigned,55079021000,55079.0,WI,Milwaukee County,55079021000.0,1.0,100.0,0.0,Urban,Urban,Match
349,53081,55117.0,1000,1001.0,Assigned,55117001000,55117.0,WI,Sheboygan County,55117001000.0,1.0,100.0,0.0,Urban,Urban,Match
350,53216,55079.0,3700,1013.0,Assigned,55079003700,55079.0,WI,Milwaukee County,55079003700.0,1.0,100.0,0.0,Urban,Urban,Match
351,54481,55097.0,961000,1032.0,Assigned,55097961000,55097.0,WI,Portage County,55097961000.0,4.0,100.0,0.0,Urban,Urban,Match
352,53215,55079.0,17300,2000.0,Assigned,55079017300,55079.0,WI,Milwaukee County,55079017300.0,1.0,100.0,0.0,Urban,Urban,Match
354,54601,55063.0,1000,4022.0,Assigned,55063001000,55063.0,WI,La Crosse County,55063001000.0,1.0,100.0,0.0,Urban,Urban,Match
359,53129,55079.0,140201,2012.0,Assigned,55079140201,55079.0,WI,Milwaukee County,55079140201.0,1.0,100.0,0.0,Urban,Urban,Match
360,53094,55055.0,100200,1003.0,Assigned,55055100200,55055.0,WI,Jefferson County,55055100200.0,4.0,100.0,0.0,Urban,Urban,Match
362,53219,55079.0,101600,5002.0,Assigned,55079101600,55079.0,WI,Milwaukee County,55079101600.0,1.0,100.0,0.0,Urban,Urban,Match
363,53208,55079.0,9400,3003.0,Assigned,55079009400,55079.0,WI,Milwaukee County,55079009400.0,1.0,100.0,0.0,Urban,Urban,Match
372,53219,55079.0,19300,2002.0,Assigned,55079019300,55079.0,WI,Milwaukee County,55079019300.0,1.0,100.0,0.0,Urban,Urban,Match
376,53211,55079.0,80200,3008.0,Assigned,55079080200,55079.0,WI,Milwaukee County,55079080200.0,1.0,100.0,0.0,Urban,Urban,Match
378,54956,55139.0,3500,2003.0,Assigned,55139003500,55139.0,WI,Winnebago County,55139003500.0,1.0,100.0,0.0,Urban,Urban,Match
383,53590,55025.0,11505,3008.0,Assigned,55025011505,55025.0,WI,Dane County,55025011505.0,1.0,100.0,0.0,Urban,Urban,Match
385,53051,55133.0,200202,2004.0,Assigned,55133200202,55133.0,WI,Waukesha County,55133200202.0,1.0,100.0,0.0,Urban,Urban,Match
387,53154,55079.0,160202,3020.0,Assigned,55079160202,55079.0,WI,Milwaukee County,55079160202.0,1.0,100.0,0.0,Urban,Urban,Match
390,53202,55079.0,14300,2002.0,Assigned,55079014300,55079.0,WI,Milwaukee County,55079014300.0,1.0,100.0,0.0,Urban,Urban,Match
393,53210,55079.0,90900,4001.0,Assigned,55079090900,55079.0,WI,Milwaukee County,55079090900.0,1.0,100.0,0.0,Urban,Urban,Match
396,53716,55025.0,3100,3006.0,Assigned,55025003100,55025.0,WI,Dane County,55025003100.0,1.0,100.0,0.0,Urban,Urban,Match
397,53092,55089.0,660301,3000.0,Assigned,55089660301,55089.0,WI,Ozaukee County,55089660301.0,1.0,100.0,0.0,Urban,Urban,Match
400,53217,55079.0,70200,4007.0,Assigned,55079070200,55079.0,WI,Milwaukee County,55079070200.0,1.0,100.0,0.0,Urban,Urban,Match
403,53029,55133.0,203602,3009.0,Assigned,55133203602,55133.0,WI,Waukesha County,55133203602.0,1.0,100.0,0.0,Urban,Urban,Match
405,53092,55089.0,660304,2009.0,Assigned,55089660304,55089.0,WI,Ozaukee County,55089660304.0,1.0,100.0,0.0,Urban,Urban,Match
409,53402,55101.0,1504,2001.0,Assigned,55101001504,55101.0,WI,Racine County,55101001504.0,1.0,100.0,0.0,Urban,Urban,Match
411,53142,55059.0,2300,2004.0,Assigned,55059002300,55059.0,WI,Kenosha County,55059002300.0,1.0,100.0,0.0,Urban,Urban,Match
413,53713,55025.0,1401,3014.0,Assigned,55025001401,55025.0,WI,Dane County,55025001401.0,1.0,100.0,0.0,Urban,Urban,Match
414,54911,55087.0,11502,2006.0,Assigned,55087011502,55087.0,WI,Outagamie County,55087011502.0,1.0,100.0,0.0,Urban,Urban,Match
417,53704,55025.0,2000,4014.0,Assigned,55025002000,55025.0,WI,Dane County,55025002000.0,1.0,100.0,0.0,Urban,Urban,Match
418,54915,55015.0,20303,1000.0,Assigned,55015020303,55015.0,WI,Calumet County,55015020303.0,1.0,100.0,0.0,Urban,Urban,Match
419,53214,55079.0,110100,2012.0,Assigned,55079110100,55079.0,WI,Milwaukee County,55079110100.0,1.0,100.0,0.0,Urban,Urban,Match
420,53221,55079.0,20300,1014.0,Assigned,55079020300,55079.0,WI,Milwaukee County,55079020300.0,1.0,100.0,0.0,Urban,Urban,Match
422,53548,55105.0,300,2017.0,Assigned,55105000300,55105.0,WI,Rock County,55105000300.0,1.0,100.0,0.0,Urban,Urban,Match
423,53403,55101.0,800,3021.0,Assigned,55101000800,55101.0,WI,Racine County,55101000800.0,1.0,100.0,0.0,Urban,Urban,Match
425,53725,55025.0,1300,2005.0,Assigned,55025001300,55025.0,WI,Dane County,55025001300.0,1.0,100.0,0.0,Urban,Urban,Match
428,53704,55025.0,2301,1009.0,Assigned,55025002301,55025.0,WI,Dane County,55025002301.0,1.0,100.0,0.0,Urban,Urban,Match
429,53704,55025.0,2200,2023.0,Assigned,55025002200,55025.0,WI,Dane County,55025002200.0,1.0,100.0,0.0,Urban,Urban,Match
430,53711,55025.0,401,1007.0,Assigned,55025000401,55025.0,WI,Dane County,55025000401.0,1.0,100.0,0.0,Urban,Urban,Match
432,54952,55139.0,2800,3009.0,Assigned,55139002800,55139.0,WI,Winnebago County,55139002800.0,1.0,100.0,0.0,Urban,Urban,Match
433,53151,55133.0,201506,1006.0,Assigned,55133201506,55133.0,WI,Waukesha County,55133201506.0,1.0,100.0,0.0,Urban,Urban,Match
434,53151,55133.0,201506,3002.0,Assigned,55133201506,55133.0,WI,Waukesha County,55133201506.0,1.0,100.0,0.0,Urban,Urban,Match
435,53209,55079.0,60200,4006.0,Assigned,55079060200,55079.0,WI,Milwaukee County,55079060200.0,1.0,100.0,0.0,Urban,Urban,Match
437,53705,55025.0,902,4014.0,Assigned,55025000902,55025.0,WI,Dane County,55025000902.0,1.0,100.0,0.0,Urban,Urban,Match
438,53212,55079.0,7100,1004.0,Assigned,55079007100,55079.0,WI,Milwaukee County,55079007100.0,1.0,100.0,0.0,Urban,Urban,Match
440,53711,55025.0,407,2000.0,Assigned,55025000407,55025.0,WI,Dane County,55025000407.0,1.0,100.0,0.0,Urban,Urban,Match
443,54911,55087.0,10300,3011.0,Assigned,55087010300,55087.0,WI,Outagamie County,55087010300.0,1.0,100.0,0.0,Urban,Urban,Match
448,53916,55027.0,960800,3002.0,Assigned,55027960800,55027.0,WI,Dodge County,55027960800.0,4.0,100.0,0.0,Urban,Urban,Match
449,53402,55101.0,1504,2010.0,Assigned,55101001504,55101.0,WI,Racine County,55101001504.0,1.0,100.0,0.0,Urban,Urban,Match
452,53711,55025.0,501,1005.0,Assigned,55025000501,55025.0,WI,Dane County,55025000501.0,1.0,100.0,0.0,Urban,Urban,Match
454,53223,55079.0,304,2011.0,Assigned,55079000304,55079.0,WI,Milwaukee County,55079000304.0,1.0,100.0,0.0,Urban,Urban,Match
455,53223,55079.0,50101,1011.0,Assigned,55079050101,55079.0,WI,Milwaukee County,55079050101.0,1.0,100.0,0.0,Urban,Urban,Match
456,53215,55079.0,17200,2003.0,Assigned,55079017200,55079.0,WI,Milwaukee County,55079017200.0,1.0,100.0,0.0,Urban,Urban,Match
457,53219,55079.0,19000,5002.0,Assigned,55079019000,55079.0,WI,Milwaukee County,55079019000.0,1.0,100.0,0.0,Urban,Urban,Match
458,53206,55079.0,6500,3004.0,Assigned,55079006500,55079.0,WI,Milwaukee County,55079006500.0,1.0,100.0,0.0,Urban,Urban,Match
459,53210,55079.0,4800,4000.0,Assigned,55079004800,55079.0,WI,Milwaukee County,55079004800.0,1.0,100.0,0.0,Urban,Urban,Match
461,53208,55079.0,9500,1006.0,Assigned,55079009500,55079.0,WI,Milwaukee County,55079009500.0,1.0,100.0,0.0,Urban,Urban,Match
462,53215,55079.0,20400,3000.0,Assigned,55079020400,55079.0,WI,Milwaukee County,55079020400.0,1.0,100.0,0.0,Urban,Urban,Match
463,53208,55079.0,9600,2016.0,Assigned,55079009600,55079.0,WI,Milwaukee County,55079009600.0,1.0,100.0,0.0,Urban,Urban,Match
464,53202,55079.0,11200,2008.0,Assigned,55079011200,55079.0,WI,Milwaukee County,55079011200.0,1.0,100.0,0.0,Urban,Urban,Match
465,53223,55079.0,102,2010.0,Assigned,55079000102,55079.0,WI,Milwaukee County,55079000102.0,1.0,100.0,0.0,Urban,Urban,Match
466,53214,55079.0,13000,1009.0,Assigned,55079013000,55079.0,WI,Milwaukee County,55079013000.0,1.0,100.0,0.0,Urban,Urban,Match
467,53215,55079.0,17400,1006.0,Assigned,55079017400,55079.0,WI,Milwaukee County,55079017400.0,1.0,100.0,0.0,Urban,Urban,Match
468,53215,55079.0,17200,2003.0,Assigned,55079017200,55079.0,WI,Milwaukee County,55079017200.0,1.0,100.0,0.0,Urban,Urban,Match
469,53233,55079.0,14700,2004.0,Assigned,55079014700,55079.0,WI,Milwaukee County,55079014700.0,1.0,100.0,0.0,Urban,Urban,Match
470,53207,55079.0,20700,3004.0,Assigned,55079020700,55079.0,WI,Milwaukee County,55079020700.0,1.0,100.0,0.0,Urban,Urban,Match
471,53204,55079.0,17000,1006.0,Assigned,55079017000,55079.0,WI,Milwaukee County,55079017000.0,1.0,100.0,0.0,Urban,Urban,Match
472,53224,55079.0,202,2016.0,Assigned,55079000202,55079.0,WI,Milwaukee County,55079000202.0,1.0,100.0,0.0,Urban,Urban,Match
473,53220,55079.0,19700,3011.0,Assigned,55079019700,55079.0,WI,Milwaukee County,55079019700.0,1.0,100.0,0.0,Urban,Urban,Match
474,53208,55079.0,12500,2015.0,Assigned,55079012500,55079.0,WI,Milwaukee County,55079012500.0,1.0,100.0,0.0,Urban,Urban,Match
475,53227,55079.0,101400,1008.0,Assigned,55079101400,55079.0,WI,Milwaukee County,55079101400.0,1.0,100.0,0.0,Urban,Urban,Match
476,53218,55079.0,1800,3006.0,Assigned,55079001800,55079.0,WI,Milwaukee County,55079001800.0,1.0,100.0,0.0,Urban,Urban,Match
477,53219,55079.0,101600,4010.0,Assigned,55079101600,55079.0,WI,Milwaukee County,55079101600.0,1.0,100.0,0.0,Urban,Urban,Match
478,53217,55079.0,70100,5004.0,Assigned,55079070100,55079.0,WI,Milwaukee County,55079070100.0,1.0,100.0,0.0,Urban,Urban,Match
479,53214,55079.0,13000,1009.0,Assigned,55079013000,55079.0,WI,Milwaukee County,55079013000.0,1.0,100.0,0.0,Urban,Urban,Match
480,53214,55079.0,12900,1015.0,Assigned,55079012900,55079.0,WI,Milwaukee County,55079012900.0,1.0,100.0,0.0,Urban,Urban,Match
481,53233,55079.0,14700,1002.0,Assigned,55079014700,55079.0,WI,Milwaukee County,55079014700.0,1.0,100.0,0.0,Urban,Urban,Match
482,53207,55079.0,18100,2002.0,Assigned,55079018100,55079.0,WI,Milwaukee County,55079018100.0,1.0,100.0,0.0,Urban,Urban,Match
483,53220,55079.0,19700,3011.0,Assigned,55079019700,55079.0,WI,Milwaukee County,55079019700.0,1.0,100.0,0.0,Urban,Urban,Match
484,53214,55079.0,12900,1015.0,Assigned,55079012900,55079.0,WI,Milwaukee County,55079012900.0,1.0,100.0,0.0,Urban,Urban,Match
485,53214,55079.0,100200,3002.0,Assigned,55079100200,55079.0,WI,Milwaukee County,55079100200.0,1.0,100.0,0.0,Urban,Urban,Match
486,53226,55079.0,90600,1018.0,Assigned,55079090600,55079.0,WI,Milwaukee County,55079090600.0,1.0,100.0,0.0,Urban,Urban,Match
487,53225,55079.0,301,1021.0,Assigned,55079000301,55079.0,WI,Milwaukee County,55079000301.0,1.0,100.0,0.0,Urban,Urban,Match
488,53225,55079.0,501,2003.0,Assigned,55079000501,55079.0,WI,Milwaukee County,55079000501.0,1.0,100.0,0.0,Urban,Urban,Match
489,53129,55079.0,140202,4004.0,Assigned,55079140202,55079.0,WI,Milwaukee County,55079140202.0,1.0,100.0,0.0,Urban,Urban,Match
490,53217,55079.0,70200,1000.0,Assigned,55079070200,55079.0,WI,Milwaukee County,55079070200.0,1.0,100.0,0.0,Urban,Urban,Match
491,53202,55079.0,187000,1008.0,Assigned,55079187000,55079.0,WI,Milwaukee County,55079187000.0,1.0,100.0,0.0,Urban,Urban,Match
493,53142,55059.0,2300,4002.0,Assigned,55059002300,55059.0,WI,Kenosha County,55059002300.0,1.0,100.0,0.0,Urban,Urban,Match
496,53206,55079.0,185400,1006.0,Assigned,55079185400,55079.0,WI,Milwaukee County,55079185400.0,1.0,100.0,0.0,Urban,Urban,Match
497,53916,55027.0,960800,4025.0,Assigned,55027960800,55027.0,WI,Dodge County,55027960800.0,4.0,100.0,0.0,Urban,Urban,Match
516,54701,55035.0,700,5021.0,Assigned,55035000700,55035.0,WI,Eau Claire County,55035000700.0,1.0,100.0,0.0,Urban,Urban,Match
520,53142,55059.0,2300,4002.0,Assigned,55059002300,55059.0,WI,Kenosha County,55059002300.0,1.0,100.0,0.0,Urban,Urban,Match
522,53142,55059.0,2300,4002.0,Assigned,55059002300,55059.0,WI,Kenosha County,55059002300.0,1.0,100.0,0.0,Urban,Urban,Match
524,53142,55059.0,2300,4002.0,Assigned,55059002300,55059.0,WI,Kenosha County,55059002300.0,1.0,100.0,0.0,Urban,Urban,Match
525,53142,55059.0,2300,4002.0,Assigned,55059002300,55059.0,WI,Kenosha County,55059002300.0,1.0,100.0,0.0,Urban,Urban,Match
531,53189,55133.0,202301,2005.0,Assigned,55133202301,55133.0,WI,Waukesha County,55133202301.0,1.0,100.0,0.0,Urban,Urban,Match
532,53202,55079.0,14300,2005.0,Assigned,55079014300,55079.0,WI,Milwaukee County,55079014300.0,1.0,100.0,0.0,Urban,Urban,Match
533,53202,55079.0,187400,1057.0,Assigned,55079187400,55079.0,WI,Milwaukee County,55079187400.0,1.0,100.0,0.0,Urban,Urban,Match
535,53132,55079.0,187300,3000.0,Assigned,55079187300,55079.0,WI,Milwaukee County,55079187300.0,1.0,100.0,0.0,Urban,Urban,Match
536,53217,55079.0,70100,2007.0,Assigned,55079070100,55079.0,WI,Milwaukee County,55079070100.0,1.0,100.0,0.0,Urban,Urban,Match
537,53005,55133.0,200902,3001.0,Assigned,55133200902,55133.0,WI,Waukesha County,55133200902.0,1.0,100.0,0.0,Urban,Urban,Match
539,53029,55133.0,203602,2000.0,Assigned,55133203602,55133.0,WI,Waukesha County,55133203602.0,1.0,100.0,0.0,Urban,Urban,Match
542,53546,55105.0,1100,4016.0,Assigned,55105001100,55105.0,WI,Rock County,55105001100.0,1.0,100.0,0.0,Urban,Urban,Match
544,53132,55079.0,150100,1010.0,Assigned,55079150100,55079.0,WI,Milwaukee County,55079150100.0,1.0,100.0,0.0,Urban,Urban,Match
548,53129,55079.0,140201,1023.0,Assigned,55079140201,55079.0,WI,Milwaukee County,55079140201.0,1.0,100.0,0.0,Urban,Urban,Match
550,53209,55079.0,900,2001.0,Assigned,55079000900,55079.0,WI,Milwaukee County,55079000900.0,1.0,100.0,0.0,Urban,Urban,Match
551,53214,55079.0,110100,3012.0,Assigned,55079110100,55079.0,WI,Milwaukee County,55079110100.0,1.0,100.0,0.0,Urban,Urban,Match
555,53132,55079.0,150100,3018.0,Assigned,55079150100,55079.0,WI,Milwaukee County,55079150100.0,1.0,100.0,0.0,Urban,Urban,Match
