ZipCode,CountyFIPS,CensusTract,CensusBlock
53703,55025,1802,1017
53959,55111,1001,2038
53575,55025,12501,2036
53553,55049,950300,3081
53934,55001,950201,1169
53704,55025,2301,1001
53575,55025,12501,4019
53211,55079,7300,1006
53718,55025,11401,3015
53024,55089,640200,4055
53597,55025,11301,1071
53215,55079,20500,3006
54001,55095,961000,1052
53718,55025,12001,3067
53515,55025,13100,4148
53910,55001,950400,3063
53719,55025,10702,1081
53590,55025,11402,1007
53589,55025,10600,4025
53589,55025,10600,4025
53575,55025,12501,5014
53527,55025,12001,1039
53703-3407,,,
53209,55079,60200,4000
53233,55079,14600,1010
53538,55055,101300,4006
53005,55133,200901,1013
53032,55027,961200,1001
53227,55079,101300,1003
53182,55101,980000,1000
53925,55021,971100,1148
53589,55025,12300,4019
53714,55025,3002,1003
53558,55025,10600,2001
53579,55027,961800,2160
53527,55025,12001,3062
53562,55025,11101,2018
54447,55119,960300,1131
53718,55025,11401,2015
53209,55079,60200,4000
53960,55021,971000,1002
53594,55055,100400,2003
54481,55097,960900,2007
53716,55025,10400,2001
53205,55079,9900,2016
53211,55079,80200,1015
53714,55025,2700,2011
53711,55025,402,1017
53589,55025,10600,5015
53555,55021,970800,2010
53706,55025,1102,2001
54985,,,
53715,55025,1200,4009
53711,55025,600,2015
54771,55019,950300,1032
53558,55025,10502,4039
53703,55025,1802,1003
53531,55025,11900,1041
53711,55025,700,3003
53705,55025,902,4007
53527,55025,12001,3064
53572,55025,12800,3045
53575,55025,12502,3030
53209,55079,60200,4000
53715,55025,1603,2002
54935,55039,40900,1000
53711,55025,1403,3042
54655,55023,960100,1047
53558,55025,10502,3007
54724,55017,11200,6004
53575,55025,12502,1019
54303,55009,303,2000
53705,55025,300,3003
53590,55025,11402,3105
53590,55025,11402,3105
54303,55009,303,2000
53558,55025,10502,1006
53703,55025,1603,1002
53901,55021,970400,3005
53715,55025,1200,4022
53704,55025,2301,1018
53523,55025,11900,2102
53221,55079,21300,1007
53925,55021,971200,2105
53711,55025,407,3017
54751,55033,970800,2015
53703,55025,1604,4001
53404,55101,1202,2009
53558,55025,10501,1028
54436,55019,950600,4005
53511,55105,2100,2010
53711,55025,10701,1020
53221,55079,120502,2006
54853,55095,960200,2051
53715,55025,1603,2002
53566,55045,960600,1013
60652,17031,700301,2001
53531,55025,11900,1073
53703,55025,1606,2004
,,,
53589,55025,12300,4021
53590,55025,11402,3114
53818,55043,961000,5002
53706,55025,1102,2001
53718,55025,10501,2044
53704,55025,1804,2012
53566,55045,960600,1013
53714,55025,2700,3028
54853,55095,960200,2051
53711,55025,1101,2016
53703,55025,1603,2000
53531,55025,11900,2040
53590,55025,11402,3114
53711,55025,10701,2019
54022,55109,120901,1014
53209,55079,60200,4000
53209,55079,60200,4000
53717,55025,205,3009
53211,55079,80400,3003
53572,55025,12800,3002
53711,55025,1403,3038
53575,55025,12501,2037
53209,55079,60200,4000
53901,55021,970400,4030
53575,55025,12501,2037
54728,55107,960200,2169
53705,55025,902,4007
53593,55025,10904,1001
54806,55003,950800,3047
53717,55025,204,2000
53715,55025,1606,3003
53523,55055,100602,1039
53704,55025,2100,3004
54913,55087,13300,2080
54650,55063,10401,2054
53715,55025,1101,1019
53590,55025,11402,3113
53703,55025,1606,2004
53703,55025,1900,3014
53711,55025,1000,2015
53704,55025,2402,1015
53558,55025,10502,2024
53703,55025,1705,3002
53711,55025,600,1014
53715,55025,1603,1005
53715,55025,1101,2017
53703,55025,1606,1002
53706,55025,1606,3002
53527,55025,12001,1070
53715,55025,1101,1013
53590,55025,11402,3137
53711,55025,10702,3017
53566,55045,960500,3036
53705,55025,800,1010
53925,55021,971200,4024
53711,55025,10702,3011
53209,55079,60200,4000
53713,55025,1403,2003
53589,55025,12202,2021
54023,55109,120904,3070
53147,55127,1602,3011
53705,55025,902,4003
54494,55141,11500,4042
53719,55025,406,1041
53713,55025,1502,3018
52527,,,
53218,55079,2900,2000
53704,55025,2500,1015
53703,55025,1604,3001
53221,55079,21600,1010
53714,55025,3002,2017
53558,55025,10600,2001
53207,55079,17900,3008
53715,55025,1200,4015
53715,55025,1603,1004
53504,55065,970100,3045
53715,55025,1101,2012
53703,55025,1603,2004
53558,55025,10501,1018
53523,55025,11900,4007
53404,55101,500,2003
53589,55025,12201,1001
53545,55105,200,3027
53718,55025,11401,2031
53715,55025,1101,2011
53706,55025,1606,3002
53558,55025,10501,1018
53527,55025,12001,1046
53715,55025,1101,1013
53523,55055,100602,1007
53711,55025,1000,1022
53711,55025,10702,3017
53589,55025,12202,1013
53715,55025,1200,4009
53715,55025,1101,2012
53719,55025,503,4005
53705,55025,300,2000
53531,55025,11900,1061
53575,55025,12400,1005
53715,55025,1101,1019
53590,55025,11600,3000
53703,55025,1606,1001
53704,55025,2402,2011
53566,55045,960600,4029
53558,55025,10502,2031
53715,55025,1603,2002
53575,55025,12501,2029
53703,55025,1603,2004
54891,55007,960300,2083
54311,55009,1801,4006
54303,55009,303,2000
54311,55009,1801,4006
53925,55021,971200,3008
53598,55025,13200,4006
53713,55025,1401,1035
53713,55025,1502,3026
53590,55025,11506,1008
53705,55025,300,4004
53711,55025,600,2015
53703,55025,1604,4003
53715,55025,1603,2002
53589,55025,12202,2001
53704,55025,2500,1054
53705,55025,3200,1001
53558,55025,10502,4009
53593,55025,10800,2029
53717,55025,204,3014
53717,55025,204,3000
53593,,,
53593,55025,10800,2029
53715,55025,1101,1013
53703,55025,1604,4001
53711,55025,1403,1012
53716,55025,2900,3010
53593,55025,13700,1023
53703,55025,1604,2005
53590,55025,11504,2014
53593,55025,10800,2029
53703,55025,1606,2001
53715,55025,1603,2002
53572,55025,12800,4029
53574,55045,960100,2020
53575,55025,12502,2022
53534,55025,12100,3053
53714,55025,10300,1000
53072,55133,203602,4001
53703,55025,1603,1006
53706,55025,1102,2000
53715,55025,1101,1019
53703,55025,1604,3000
53704,55025,2100,4015
53963,55039,41800,3039
53211,,,
53211,55079,80200,3009
54937,55039,40700,5005
53566,55045,960400,4048
54923,55047,100200,1019
53565,55049,950600,2016
53533,55049,950400,1073
53098,55027,961700,3070
53038,55055,100400,1059
53142,55059,1500,3016
53209,55079,2500,3002
53092,55089,660100,1024
53105,55127,102,1083
53546,55105,1400,2000
53081,,,
54601,55063,1200,2005
53531,55025,11900,2113
53558,55025,10502,4017
53711,55025,10702,3034
53703,55025,1603,2004
53925,55021,971200,3011
53705,55025,300,1016
53598,55025,13200,3014
53711,55025,10701,1025
53715,55025,1101,1018
53590,55025,11504,2036
53703,55025,1604,2002
53589,55025,10600,4019
53706,55025,1101,1002
53589,55025,12202,4013
53556,55103,970200,3063
53703,55025,1604,3001
53715,55025,1606,3003
53716,55025,10300,2009
53558,55025,10600,2003
53715,55025,1101,2011
53718,55025,11402,1038
53572,55025,12800,4072
53711,55025,600,3000
,,,
53716,55025,10300,1010
53574,55045,960200,1049
53527,55025,12001,2017
53714,55025,3001,2007
53527,55025,12001,2017
53704,55025,2302,1004
53711,55025,1403,3054
53716,55025,2900,3011
53589,55025,12202,3018
53527,55025,12001,2003
53703,55025,1604,3000
53545,55105,100,1000
53558,55025,10502,3013
53575,55025,12502,2043
53081,55117,400,2018
53718,55025,11401,3025
53094,55055,100300,3022
53558,55025,10600,4010
53532,55025,13200,5005
53520,55105,2800,3003
53703,55025,1804,1010
53809,,,
53714,55025,3001,3001
53558,55025,10600,3013
54728,55005,1002,4040
53574,55025,12600,1126
53594,55055,100400,3015
53719,55025,503,3022
53703,55025,1900,2010
54141,55083,101300,3044
53704,55025,2000,4025
54758,,,
53597,55025,11301,2040
53589,55025,12202,4027
53536,55105,2900,3016
53532,55025,11402,3101
53575,55025,12400,2072
,,,
53590,55025,11600,2043
53590,55025,11503,2023
53572,55025,12800,4072
53211,55079,70200,2005
53572,55025,12800,4072
,,,
53718,55025,11402,3178
53718,55025,11402,3178
53925,55021,971200,4013
53590,55025,11506,2008
53527,55025,12001,2015
53562,55025,10904,2052
53523,55025,11900,4030
,,,
53523,55025,11900,4019
54301,55009,1300,1006
53527,55025,11700,2061
53527,55025,12001,2017
53703,55025,1802,1015
53520,55045,960800,2055
53527,55025,12001,3028
53593,55025,10903,1034
53589,55025,12300,4003
53527,55025,12001,2013
53704,55025,2000,3027
53558,55025,10600,4011
53718,55025,11401,1049
53590,,,
53711,55025,700,1004
53711,55025,407,3021
53172,55079,170400,2008
53590,55025,11506,2011
54493,55019,950800,1038
53704,,,
53714,55025,2700,1008
53558,55025,10502,2020
53703,55025,1802,2000
53530,55065,970200,1106
53558,55025,10600,3017
53719,55025,10800,5051
53925,55021,971200,4006
53704,55025,2301,2021
53589,55025,12202,3018
53598,55025,13200,4006
53704,55025,2402,1023
53527,55025,12001,2003
53597,55025,11301,2023
53589,55025,12202,3018
53711,55025,10600,1037
54115,55009,20702,1047
54481,55097,960300,3015
53589,55025,12202,4027
53098,55027,962000,1002
53558,55025,10600,2003
53094,55055,100200,4004
53527,55025,12001,1050
53703,55025,1605,2003
53555,55021,970900,2042
53813,55043,960700,1007
53098,55027,961700,3107
53956,55027,960600,3039
54728,55005,1002,4040
53523,55055,100602,2055
53402,55101,1400,6010
53589,55025,12202,3007
53572,55025,12800,4072
53711,55025,700,1004
53558,55025,10600,3013
53534,55025,12100,3007
53589,55025,12202,4027
53719,55025,503,3022
53225,55079,400,2002
53704,55025,2000,4022
53531,55025,12002,2023
53589,55025,12300,3019
53589,,,
53558,55025,10502,1008
53572,55025,12800,3031
53558,55025,10502,2042
53012,55089,650300,2016
53527,55025,12001,3047
54707,,,
53226,55079,91100,2004
53549,55055,101100,1026
53572,55025,12800,4028
53929,55057,100600,3001
54720,55035,400,1048
53956,55027,960600,3039
53714,55025,3002,2007
53715,55025,1603,2002
53562,55025,11102,3003
53573,55043,960100,2015
53959,55111,1001,2049
53118,55133,204003,2006
53527,,,
53925,55021,971200,3003
53590,55025,11505,2002
54481,55097,960300,3015
53402,55101,1400,7006
53051,55133,200201,2021
53593,55025,10901,1142
53590,55025,11506,1001
54481,55097,960300,3015
53713,55025,1502,3024
53558,55025,10502,4011
53098,55027,962000,1002
53094,55055,100200,3026
53597,55025,11301,1065
53558,55025,10501,1009
53566,55045,960600,1000
53590,,,
53527,55025,12001,3053
53589,55025,12201,2029
54304,55009,21301,3020
53211,55079,7600,3007
53211,55079,7600,3007
53220,55079,19900,2007
53715,55025,1603,2002
,,,
53022,55131,470202,4004
53916,55027,960400,2033
53581,55103,970500,3002
53581,55103,970500,3002
53502,55045,960300,3020
53932,55021,971100,2049
53960,55021,970100,2179
53035,55027,961400,1075
54937,55039,40700,5005
54720,55035,400,1048
54720,55035,400,3020
53403,55101,700,2017
54720,55035,400,1048
54726,55017,10900,3049
85755,4019,4643,2051
53211,55079,7600,3007
53572,55025,12800,4028
53572,55025,12800,4028
53703,55025,1802,1015
53597,55025,11301,2038
53589,55025,12201,2044
53588,55111,800,1064
53223,55079,50101,3005
53588,55111,800,1064
53588,55111,800,1064
53527,55025,12001,2018
53715,55025,1200,4010
53573,55043,960100,2015
53573,55043,960100,2015
54481,55097,960300,3015
53049,55039,42000,1002
53118,55133,204003,2006
53527,55025,12001,1093
53590,55025,11503,2035
53589,55025,12202,1019
53532,55025,13301,2000
53589,55025,12300,2024
53716,55025,3100,2000
53705,55025,300,4004
53558,55025,10502,3005
53925,55021,971200,2070
54728,55005,1002,4040
53118,55133,204003,2006
53051,55133,200202,2004
53719,55025,10702,2002
53558,55025,10502,4038
53558,55025,10502,2024
53562,55025,11101,2003
53118,55133,204003,2006
53925,55021,971200,3003
53118,55133,204003,2006
53581,55103,970400,1060
54446,,,
53527,55025,12001,2017
53558,55025,10502,3005
53532,55025,13301,2038
53213,55079,90900,4007
53565,55049,950600,4032
53704,55025,2302,1030
53511,55105,2601,1002
53558,55025,10502,1012
,,,
53191,55127,1603,1000
53575,55025,12501,1029
53527,55025,12001,3050
53523,55025,11900,2137
53565,55049,950600,4032
53558,55025,10502,1012
53703,55025,1804,1022
53098,55027,961900,3032
53703,55025,1802,1014
53929,55057,100600,3001
53565,55049,950600,4032
53565,55049,950600,4032
54665,55123,960400,4050
53546,55105,1400,2000
53565,55049,950600,4032
53527,55025,12001,2012
53527,55025,12001,2015
53098,55027,962000,1002
61080,17201,4003,2039
53534,55025,12100,2030
53565,55049,950600,4032
53593,55025,10904,1032
53704,55025,2602,1010
53937,,,
,,,
53213,55079,90900,4007
53716,55025,3100,3006
53705,55025,10100,1007
53565,55049,950600,4032
,,,
53719,55025,408,1010
53546,55105,1400,2000
53549,55055,100900,1025
54981,55135,100600,4031
53597,55025,11302,2028
53925,55021,971200,1001
53952,55077,960500,2104
53523,55055,100602,1024
53813,55043,960700,4047
54935,55039,41100,4026
,,,
53118,55133,204003,2006
53118,55133,204003,2006
53711,55025,1200,3004
53588,55111,800,1060
53589,55025,12002,5034
53925,55021,971200,4028
53588,55111,800,1064
53929,55057,100600,3001
53925,55021,971200,3015
53226,55079,90600,1017
54720,55035,400,1048
53588,55111,800,1060
53925,55021,971200,3003
53704,55025,1804,2003
54913,55087,13300,2025
54601,,,
54904,,,
53572,55025,12800,2009
53703,55025,1900,4015
53589,55025,12201,2029
53719,55025,503,3011
53555,,,
53527,55025,12002,2077
53706,55025,1606,3002
53118,55133,204003,2006
53719,55025,503,3011
53589,,,
53531,55025,11900,1074
53575,55025,12400,1007
53703,55025,1606,1000
,,,
53704,55025,1804,2008
53589,55025,12202,2021
53118,55133,204003,2006
53703,55025,1705,3003
53121,55127,901,1034
53219,55079,19200,3001
54827,55007,960200,2140
53715,55025,1101,1017
53118,55133,204004,5000
53705,55025,800,3002
53405,55101,901,3036
53717,55025,205,3011
53559,55025,11800,2041
53216,55079,3500,2006
53711,55025,1402,4014
53589,55025,12201,2044
53559,55025,11800,2041
53946,55047,100600,4005
53925,55025,11800,2005
53588,55111,800,1064
53214,55079,100400,2007
53527,55025,12001,2015
53118,55133,204003,2006
53562,55025,10904,2052
,,,
53956,55027,960600,3039
53589,55025,12202,1006
53559,55025,11800,1086
53511,55105,1800,1016
53118,55133,204004,5000
53703,55025,1704,1009
53705,55025,3200,1017
53559,55025,11800,1048
53932,55021,971100,2011
53925,55025,11800,2005
53703,55025,1603,1003
53527,55025,12001,3014
53508,55025,12600,3101
53558,55025,10502,1012
54729,55017,10500,4033
53703,55025,1900,4003
53705,55025,902,4010
53719,55025,503,5008
54220,55071,800,2003
53523,55025,11900,4016
53511,55105,2700,2021
53705,55025,202,2012
53572,55025,12900,3047
54935,55039,40900,1000
53589,55025,12002,5035
53589,55025,12002,5035
53590,55025,11600,3050
53718,55025,10501,2050
53218,55079,1500,1014
54773,55121,100400,2060
53925,55021,971200,3003
54943,55001,950202,1004
53711,55025,1403,2009
53220,55079,19700,4006
53508,55025,12600,3101
53704,55025,2500,2001
,,,
53211,55079,7600,3007
53956,55021,970100,1004
,,,
53714,55025,3002,1005
54901,55139,200,2004
53570,55045,960100,3042
53705,55025,3200,1001
53085,55117,10601,3066
54476,55073,1102,1126
53711,55025,1403,2019
53711,55025,600,1020
53705,55025,3200,1017
53916,55027,961000,2010
53705,55025,10100,1021
,,,
53932,55021,971100,2057
53182,55101,1801,1004
53572,55025,12800,3034
53551,55055,100500,1035
53714,55025,3001,3002
54665,55123,960400,4066
53508,55045,960100,2001
53704,55025,2200,3009
53057,55039,42000,2001
53589,55025,12002,5001
53932,55021,971100,2077
53144,55059,1300,4016
53520,55045,960800,3019
53590,55025,11505,2002
53925,55021,971200,2012
53144,55059,602,2059
53558,55025,10502,2047
54751,55033,970800,2015
53589,55025,12201,2029
53559,55025,11800,2067
53703,55025,1705,2002
53589,55025,12202,4000
53703,55025,1605,2000
54220,55071,10200,3078
53589,55025,12201,2029
53703,55025,1603,1006
53597,55025,11301,1057
,,,
54481,55097,960800,1040
54655,,,
53527,55025,12001,2031
53150,55133,201701,4016
53703,55025,1802,2007
54481,55097,960400,5005
53573,55043,960100,2015
54474,55073,1000,2011
53589,55025,12300,2020
53726,55025,902,3000
54945,55135,100200,1066
53094,55055,100200,1008
53706,55025,1102,2000
53589,55025,12202,2015
53511,55105,1700,2013
99999,,,
53809,55043,960300,3041
53546,55105,1304,2007
53813,55043,960700,2041
53521,55045,960100,1018
53551,55055,100500,2041
53558,55025,10502,1012
53911,55021,970900,1032
53511,55105,2500,2003
53511,55105,2601,1033
53094,55055,100200,3028
53511,55105,2500,2003
53703,55025,1605,2002
53222,55079,5600,1004
53527,55025,12001,2017
53545,55105,1202,1021
53706-1405,,,
53209,55079,60102,1000
53703,55025,1606,2004
53098,55027,961900,3032
53818,55043,960900,1015
53704,55025,2301,1009
53537,55105,700,3005
53573,55043,960100,2015
54801,55129,950500,2094
54403,55073,800,2012
53963-1764,,,
53716,55025,3100,4000
53925,55025,11800,1005
53589,55025,12201,2029
54981,55135,101000,5017
53589,55025,12201,2029
53589,55025,12201,2029
53718,55025,11401,3035
53719,55025,10800,5008
53818,55043,961000,5002
53813,55043,960700,1017
53215,55079,16000,1000
53963,55039,41800,3039
54981,55135,101000,4002
53703,55025,1603,1003
53705,55025,300,1015
54403,55073,800,2012
53217,55079,70300,5004
53715,55025,1603,2002
53575,55025,12501,1013
53946,55047,100600,2068
53546,,,
53150,55133,201701,4016
54981,55135,101000,5017
54968,55047,100300,3033
54665,55123,960400,1006
53549,55055,101000,1050
53121,55127,901,1027
53546,55105,1304,3010
53716,55025,3100,4000
53703,55025,1603,1003
53703,55025,1705,3001
53536,55105,2900,3024
53963,55039,41800,3039
53589,55025,12201,2029
54935,55039,40800,1002
53559,55025,11800,3035
53818,55043,961000,5002
53703,55025,1604,2002
54476,55073,1102,1126
53597,55025,13200,2110
53224,55079,302,1013
53715,55025,1101,1005
53703,55025,1705,3001
53818,55043,961000,5002
53818,55043,961000,4019
53719,,,
54476,55073,1102,1126
53705,55025,300,4001
53597,55025,11301,2037
53536,55105,2900,2011
53705,55025,3200,1018
53963,55039,41800,3039
,,,
53083,55117,300,4015
54476,55073,1102,1126
53946,55047,100600,4018
,,,
53598,55025,13200,3005
54476,55073,1102,1126
53511,55105,2100,2003
54981,55135,101000,2013
54476,55073,1102,1126
1824,25017,317102,3037
53703,55025,1606,2000
53818,55043,961000,5002
53704,55025,2200,2001
53589,55025,11900,3062
53150,55133,201800,1025
53705,55025,300,1016
53705,55025,300,2000
53532,55025,13301,1043
53597,55025,13200,2098
53005,55133,200901,1013
53705,55025,3200,1001
53038,55055,100700,3023
,,,
53597,55025,13200,2098
53005,55133,200901,1013
53703,55025,1604,4001
,,,
53818,55065,970300,3101
53511,55105,2500,2003
1824,25017,317102,3037
53005,55133,200901,1013
53818,55043,961000,5002
53705,55025,300,4003
53597,55025,11301,1040
54812,55005,400,4012
,,,
53224,55079,202,3006
53589,55025,12201,1027
53005,55133,200901,1013
53184,55127,1604,3117
53511,55105,2601,1033
53012,55089,650300,1011
53818,55043,961000,5002
53581,55103,970400,3052
53703,55025,1606,1002
53703,55025,1900,4003
53589,55025,12201,2029
53963,55039,41800,3039
53005,55133,200901,1013
53005,55133,200901,1013
53218,55079,1600,1000
53511,55105,2500,2003
53132,55079,150303,1003
53598,55025,13200,3005
48104,26161,405200,6003
54728,55005,1002,4096
53818,55043,961000,5002
53527,55025,12001,2014
53704,55025,2302,1025
53511,55105,2601,1033
53818,55043,961000,5002
53562,55025,11101,1015
53703,55025,1606,1000
53575,55025,12501,2020
53597,55025,11301,1040
53527,55025,12001,3041
53210,55079,6200,3001
53216,55079,5000,1010
53206,55079,6800,4006
53711,55025,1101,2016
53217,55079,70300,3000
53714,55025,2601,2008
53226,55079,90600,1017
53511,55105,2601,3037
54162,55115,101100,2037
53005,55133,200901,1013
53575,55025,12501,1021
53934,55001,950400,4058
53704,55025,1804,2006
53118,55133,204003,2001
53934,55001,950400,4058
53703,55025,1802,2007
53597,55025,11200,2069
53703,55025,1705,3003
53704,55025,2603,2067
53005,55133,200901,1013
53713,55025,1401,4007
53713,55025,1401,2002
53511,55105,2000,2021
53215,55079,20100,2002
53703,55025,1802,1013
53226,55079,90600,1017
53005,55133,200901,1013
53716,55025,10400,3018
54162,55115,101100,2037
53713,55025,1401,4007
54162,55115,101100,2037
53726,55025,902,3000
53575,55025,12501,1021
53726,55025,902,3000
53121,55127,901,1018
54751,55033,970500,2020
53704,55025,2602,3007
53508,55025,12600,3109
53704,55025,2402,2013
54923,55047,100200,1019
53705,55025,300,1016
53527,55025,12001,1068
53014,55015,20400,3040
53711,55025,600,1036
53546,55105,1100,1026
54923,55047,100200,1019
53901,55021,970500,2023
54923,55047,100200,1019
54923,55047,100200,1019
53901,55021,970500,3001
,,,
53726,55025,902,1009
53209,55079,60200,4000
53726,55025,902,3000
54487,55069,960200,1040
53226,55079,90600,1017
53406,55101,1100,2006
53213,55079,90900,4007
53081,55117,201,1012
53589,55025,12201,2012
53934,55001,950501,2088
53597,55025,11301,1071
53511,55105,2300,2008
53226,55079,90600,1017
53711,55025,10702,3011
53913,55111,402,1023
53511,55105,2500,2003
53220,55079,19800,3007
54944,55087,12602,2000
53704,55025,2100,2011
53913,55111,402,1023
53226,55079,90600,1017
54143,55075,961500,1064
53511,55105,2500,2003
53704,55025,2200,2018
53216,55079,3800,2009
53706,55025,1102,1002
53703,55025,1606,1000
53589,55025,12002,4049
53575,55025,12502,1019
53511,55105,2500,2003
53511,55105,2500,2003
53703,55025,1606,1002
53211,55079,7300,3002
53807,55043,961100,3002
54981,55097,961300,1090
53703,55025,1802,1002
53210,55079,5800,3009
53703,55025,1605,2000
53929,55057,100600,3001
53531,55025,11900,1061
53572,55025,12800,4058
53711,55025,1101,2016
53704,55025,2401,3009
53705,55025,800,1003
53715,55025,1603,2002
53589,55025,12002,5042
54162,55115,101100,2037
53726,55025,901,1002
53703,55025,1603,2004
53213,55079,90900,4007
53703,55025,1603,2004
53711,55025,1000,2007
53705,55025,3200,1017
54476,55073,1102,1126
53711,55025,1000,2007
53511,55105,1900,1019
53726,55025,902,2000
53703,55025,1604,3001
53703,55025,1604,1000
53511,55105,2601,2009
53703,55025,1604,3001
53704,55025,2402,1011
53713,55025,1501,1007
54937,55039,40700,5005
53925,55021,971200,4024
53597,55025,11301,2024
54476,55073,1102,1126
54476,55073,1102,1126
54476,55073,1102,1126
54476,55073,1102,1126
53919,55039,41700,4008
54452,55073,2300,7012
53946,55047,100600,4005
53094,55055,100100,4023
53934,55001,950501,2088
53946,55047,100600,4005
53946,55047,100600,4005
53597,55025,11301,2016
53946,55047,100600,4005
53711,55025,501,1005
53714,55025,3002,2017
53558,55025,10502,3007
53946,55047,100600,4005
54937,55039,40700,5005
54937,55039,40700,5005
54228,55071,10100,4030
53570,55045,960100,4103
53597,55025,11302,1017
54937,55039,40700,5005
54937,55039,40700,5005
53946,55047,100600,4005
53703,55025,1604,1000
54937,55039,40700,5005
54937,55039,40700,5005
53012,55089,650300,4030
53946,55047,100600,4005
53575,55025,12501,2036
53704,55025,2200,2012
54840,55013,970900,2060
54937,55039,40700,5005
54937,55039,40700,5005
53715,55025,1606,3003
53946,55047,100600,4005
53711,55025,1403,2009
53562,55025,10901,1039
54937,55039,41300,2026
53711,55025,10702,2020
53946,55047,100600,4005
53946,55047,100600,4005
53205,55079,186100,2003
54937,55039,40700,5005
53010,55039,41900,6051
54937,55039,40700,5005
53218,55079,2900,2007
53589,55025,12201,2029
53593,55025,10800,3001
53711,55025,600,2009
53560,55025,12900,2056
53714,55025,3002,2017
53711,55025,600,2009
53714,55025,2000,2007
53719,55025,406,1055
,,,
53523,55025,11900,3080
53714,55025,2700,1003
53545,55105,700,2026
53589,55025,10600,5003
53225,55079,502,3006
53704,55025,1900,5002
53703,55025,1604,3001
53705,55025,3200,1017
54521,55125,950500,3049
53704,55025,2401,3015
,,,
53581,55103,970400,2013
53575,55025,12501,1017
53703,55025,1604,1000
53593,,,
53012,55089,650300,4030
53012,55089,650300,3017
53946,55047,100600,4005
53098,55027,962000,1007
53012,55089,650300,4030
53929,55057,100600,3001
53562,55025,10901,1078
53546,55105,1100,3004
53714,55025,3002,2007
53531,55025,11900,2067
53105,55101,2702,2080
53209,55079,60200,4000
53946,55047,100600,4005
53590,55025,11503,2044
53703,55025,1704,1003
54162,55115,101100,2037
53946,,,
53704,55025,2500,1015
53719,55025,10800,5021
54140,55087,11900,2016
54937,55039,40700,5005
53946,55047,100600,4005
53717,55025,205,3007
53147,55127,1602,1018
53218,55079,3100,3007
53715,55025,1603,2002
53144,55059,602,2059
53726,55025,902,1001
53593,55025,13700,1012
53531,55025,11900,1073
53593,55025,13700,1012
,,,
53717,55025,204,3004
53593,55025,13700,1012
54241,55071,10200,2134
53207,55079,186600,2001
53703,55025,1603,2004
53593,55025,13700,1012
53558,55025,10502,2002
53726,55025,902,3016
53951,55111,500,3087
55079,27003,51600,2032
53704,55025,2200,2007
53593,55025,13700,1012
53005,55133,200901,1013
53115,55127,701,3030
53593,55025,13700,1012
54235,55029,100700,1039
53717,55025,10901,1128
53713,55025,1402,2008
53925,55027,961800,2073
53703,55025,1604,3001
53711,55025,10701,1010
54476,55073,1102,1126
53527,55025,12001,3042
53704,55025,1900,1012
54937,55039,40700,5005
53715,55025,1603,2002
54937,55039,40700,5005
53901,55021,970500,2038
53184,55127,1604,3109
53147,55127,1602,1018
53209,55079,2100,1010
53005,55133,200901,1013
53703,55025,1606,1002
53216,55079,5000,4000
,,,
53589,55025,12202,1037
53211,55079,7600,1000
53706,55025,1101,2003
53129,55079,120501,1003
53711,55025,407,1002
53705,55025,300,4004
53005,55133,200901,1013
53590,55025,11600,3064
53705,55025,300,1016
,,,
53718,55025,11402,3142
53005,55133,200901,1013
53532,55025,13302,2017
53218,55079,1600,1003
54521,55125,950500,3026
53005,55133,200901,1013
53005,55133,200901,1013
53147,55127,1602,1018
53005,55133,201101,2048
53005,55133,200901,1013
53531,55025,11900,2034
53704,55025,2200,1017
53706,55025,1101,2003
53533,55049,950400,2043
53713,55025,1402,2011
53713,55025,1401,1048
53511,55105,1600,2007
54476,55073,1104,2021
53209,55079,1000,2005
53212,55079,7200,1001
53933,55027,960500,1036
53210,55079,6100,3000
53217,55079,70100,2002
53704,55025,2200,2013
53716,55025,10400,1000
53711,55025,700,2010
53705,55025,3200,1017
53715,55025,1606,3003
53589,55025,12300,3000
54601,55063,10800,3030
53726,55025,902,1001
53716,55025,10300,1012
53704,55025,2200,2007
54968,55047,100300,3029
54130,55087,13300,1148
54748,55017,11000,5039
54901,55139,200,1011
53211,55079,7800,1002
54311,55009,2003,1017
54311,55009,2002,1016
53211,55079,7500,2008
53024,55089,640100,5025
53211,55079,7500,1005
53211,55079,7400,1002
53211,55079,7400,1002
53211,55079,7400,1002
53211,55079,7800,2001
53211,55079,7400,1002
53211,55079,7400,1003
53132,55079,150100,4003
53211,55079,7400,1002
53211,55079,7400,1002
53211,55079,7300,2002
53211,55079,7400,1002
53211,55079,7800,1003
53211,55079,7400,1002
53211,55079,7400,1008
53211,55079,7500,3005
53211,55079,7800,2002
53211,55079,7800,2001
53211,55079,7400,1002
53211,55079,7700,3003
53211,55079,7400,1002
53211,55079,7700,3003
53211,55079,7400,1002
53211,55079,7800,2001
53211,55079,7400,1002
53211,55079,7400,1002
53211,55079,7600,2002
53211,55079,7400,1002
53226,55079,185300,3023
53217,55079,35200,1004
53233,55079,14600,2005
53233,55079,14600,2005
53233,55079,14600,2005
53233,55079,14600,2005
53233,55079,14600,2005
53211,55079,7400,1002
53211,55079,7700,3003
53233,55079,14600,2005
53211,55079,7800,1002
53218,55079,3100,3003
53202,55079,10800,1001
53211,55079,7800,1000
53233,55079,14600,2005
53233,55079,14600,2005
53233,55079,14600,2005
53233,55079,14600,2005
53233,55079,14600,2005
